"filename", "language", "HTML", "JSON", "JavaScript", "Markdown", "SVG", "YAML", "JavaScript JSX", "PostCSS", "comment", "blank", "total"
"d:\www\DNIAS\DNIAS_2025\src\Components\FormsOther\CargaArchivos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 120, 0, 4, 7, 131
"d:\www\DNIAS\DNIAS_2025\src\Components\FormsOther\CargaDenuncia.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 4, 9, 122
"d:\www\DNIAS\DNIAS_2025\src\Components\FormsOther\CargaPeriodo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 4, 7, 106
"d:\www\DNIAS\DNIAS_2025\src\Components\FormsOther\SaveFiles.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 0, 13, 107
"d:\www\DNIAS\DNIAS_2025\src\Components\FormsOther\SelectUsers.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 7, 7, 105
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\BotonGuardar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 4, 2, 38
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\DniasForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 81, 0, 2, 13, 96
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\DniasTabs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 171, 0, 2, 16, 189
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\AsistenciaSocial.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 224, 0, 21, 12, 257
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\DatosDomicilio.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 596, 0, 29, 8, 633
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\DatosLegales.jsx.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 576, 0, 42, 10, 628
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\DatosLegalesDataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 162, 0, 62, 5, 229
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\DatosLegalesRep.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 228, 0, 10, 7, 245
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\Documentacion.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 151, 0, 2, 9, 162
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\DocumentacionCargaArchivos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 144, 0, 1, 3, 148
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\DocumentacionDataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 99, 0, 2, 6, 107
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\DomicilioGeo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 101, 0, 0, 9, 110
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\RecursosHumanos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 706, 0, 8, 8, 722
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\RecursosHumanosDataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 99, 0, 3, 6, 108
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\RecursosHumanosGobierno.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 2, 7, 125
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\RecursosHumanosInstitucionDataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 100, 0, 3, 6, 109
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\RecusosHumanosInfra.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 97, 0, 4, 5, 106
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\RegistroInstitucion.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 9
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\ServiciosInstitucion.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 414, 0, 56, 9, 479
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\ServiciosInstitucionCobertura.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 137, 0, 3, 6, 146
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\ServiciosInstitucionDataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 104, 0, 61, 5, 170
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\ServiciosSalud.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 168, 0, 14, 9, 191
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\TipoDiscapacidad.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 84, 0, 0, 5, 89
"d:\www\DNIAS\DNIAS_2025\src\Components\Forms\FormularioRegistro\TipoInstitutcion.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 218, 0, 26, 7, 251
"d:\www\DNIAS\DNIAS_2025\src\Components\Home\Home.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 3, 15
"d:\www\DNIAS\DNIAS_2025\src\Components\Home\Layout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 379, 0, 22, 10, 411
"d:\www\DNIAS\DNIAS_2025\src\Components\Login\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 186, 0, 5, 11, 202
"d:\www\DNIAS\DNIAS_2025\src\Components\Login\RepPass\RepPassEmail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 119, 0, 8, 6, 133
"d:\www\DNIAS\DNIAS_2025\src\Components\Login\RepPass\RepPassPass.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 123, 0, 5, 6, 134
"d:\www\DNIAS\DNIAS_2025\src\Components\Login\RepPass\RepPassSuccess.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 30
"d:\www\DNIAS\DNIAS_2025\src\Components\Login\RepPass\RepPassToken.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 119, 0, 7, 6, 132
"d:\www\DNIAS\DNIAS_2025\src\Components\Menus\MenuAdministrador.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 297, 0, 20, 11, 328
"d:\www\DNIAS\DNIAS_2025\src\Components\Menus\MenuEnlaceEstatal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 208, 0, 2, 8, 218
"d:\www\DNIAS\DNIAS_2025\src\Components\Menus\MenuInstitucion.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 190, 0, 7, 6, 203
"d:\www\DNIAS\DNIAS_2025\src\Components\Menus\MenuVerificador.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 129, 0, 6, 1, 136
"d:\www\DNIAS\DNIAS_2025\src\Components\Users\FormUsers.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 273, 0, 15, 4, 292
"d:\www\DNIAS\DNIAS_2025\src\Components\Users\ListUsers.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 2, 23
"d:\www\DNIAS\DNIAS_2025\src\Components\Users\RecoverPass.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 49, 0, 4, 2, 55
"d:\www\DNIAS\DNIAS_2025\src\Components\Users\UserControl.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"d:\www\DNIAS\DNIAS_2025\src\Components\Utils\BackDrop.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 4, 19
"d:\www\DNIAS\DNIAS_2025\src\Components\Utils\ButtonNav.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 4, 21
"d:\www\DNIAS\DNIAS_2025\src\Components\Utils\DataTables.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"d:\www\DNIAS\DNIAS_2025\src\Components\Utils\DialogMax.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 3, 9, 58
"d:\www\DNIAS\DNIAS_2025\src\Components\Utils\SCDialog.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 3, 25
"d:\www\DNIAS\DNIAS_2025\src\Components\Utils\SnackBarItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 4, 27
"d:\www\DNIAS\DNIAS_2025\src\Components\Utils\codpost.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9
"d:\www\DNIAS\DNIAS_2025\src\assets\img\facebook.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 1, 3, 17
"d:\www\DNIAS\DNIAS_2025\src\assets\img\instagram.svg", "SVG", 0, 0, 0, 0, 19, 0, 0, 0, 1, 4, 24
"d:\www\DNIAS\DNIAS_2025\src\assets\img\twitter.svg", "SVG", 0, 0, 0, 0, 13, 0, 0, 0, 1, 3, 17
"d:\www\DNIAS\DNIAS_2025\src\assets\react.svg", "SVG", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\www\DNIAS\DNIAS_2025\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 61, 8, 2, 71
"d:\www\DNIAS\DNIAS_2025\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 2, 26
"d:\www\DNIAS\DNIAS_2025\vite.config.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 1, 2, 10
"Total", "-", 22, 49, 48, 7, 47, 3540, 10713, 70, 1176, 1429, 17101
